,id_user,timestamp,source,message,categories
795,6936,2024-11-16,livechat,I know alot of people who play,game_issue
796,331,2024-11-16,livechat,This feels like I got scammed,spin_issue
797,6879,2024-11-16,livechat,when i scan it says crypto address is invalid?,undefined
798,1035,2024-11-16,livechat,Did you get the picture I sent,undefined
799,1742,2024-11-16,livechat,It said in the morning one person ahead of me blockchain,money_issue
800,4599,2024-11-16,livechat,I don't know what that means I was able to withdrawl  funds yesterday and had no problem what so ever,money_issue
801,6917,2024-11-16,livechat,I'm pretty sure I did that when I signed up,spin_issue
802,4011,2024-11-16,livechat,Can you do that please,undefined
803,7115,2024-11-16,livechat,I got a jackpot and the money never got on my account?,money_issue game_issue account_issue
804,6675,2024-11-16,livechat,Itvwas on Aztec warrior or somtheing,undefined
805,1414,2024-11-16,telegram,Der is no Account,account_issue
806,7810,2024-11-16,livechat,i lose a lot,undefined
807,3732,2024-11-16,livechat,im going to lose now 700 that ic ant aford to lose,undefined
808,1753,2024-11-16,telegram,Sorry my battery died.,undefined
809,7563,2024-11-16,livechat,Glad I didn't.,undefined
810,6693,2024-11-16,livechat,You guys have more free spins,spin_issue
811,7178,2024-11-16,livechat,Ok I need a small favour from your side at the moment,undefined
812,8008,2024-11-16,livechat,why is so taking so long to be credited my deposit in my account what’s going on,money_issue account_issue
813,7080,2024-11-16,livechat,It's been confirmed on the block chain,undefined
814,1956,2024-11-16,livechat,I'm so close but I don't think I can b credited because of my lack of status,undefined
815,6690,2024-11-16,livechat,Hello I have free spins open but no money left in the account can you help me please,spin_issue money_issue account_issue
816,7072,2024-11-16,livechat,in free games,spin_issue game_issue
817,7160,2024-11-16,livechat,i played wir real money and now i have no money,money_issue game_issue
818,1572,2024-11-16,livechat,Nope I lost a bunch never cash out,money_issue
819,7839,2024-11-16,livechat,I’m trying to verify my email but I spelt it wrong on your site,account_issue
820,843,2024-11-16,livechat,It's there thank you,undefined
821,7115,2024-11-16,livechat,Well the email that’s on the account isn’t spelled right so help me out,account_issue
822,7346,2024-11-17,livechat,"Which I'm not getting at all, from the start I was mislead, Dave told me my real money n bonus funds were completely separate and my real money would stay as real money  and then change of story once I make the deposit so I was mislead into accepting the bonus due to the discussion with him and now this Oliver person not even trying to understand and being passive aggressive  and just ending the chat without even letting me reply is not on",money_issue
823,7845,2024-11-17,livechat,Hey I'm still having trouble with the promotion,undefined
824,8148,2024-11-17,livechat,I've done that and I couldn't get it,undefined
825,7337,2024-11-17,livechat,Can you confirm the amounts I sent through 3 cash out request on 15/11 x 2 and on 16/11 x 1,money_issue account_issue
826,2325,2024-11-17,livechat,I'm not receiving weekly free spins.  Like I'm receiving them but apparently they dont show in my account.  But they're showing in my rewards history.  This is the only way I know.  I log in daily and always take advantage of secur,spin_issue account_issue
827,1774,2024-11-17,telegram,Where is my friday loyalty bonus,money_issue
828,6909,2024-11-17,livechat,I made a deposit and it hasn't shown up,money_issue
829,1882,2024-11-17,livechat,Fucki g kidding 17 spins in a row and nothi g on  bonous spins go fu k ypurselfs cheati g pie e of shit fuck u!!!!,spin_issue money_issue
830,1321,2024-11-17,livechat,Do u know why?,undefined
831,713,2024-11-17,telegram,I put money on my account and it said it was successful deposit but the amount isn’t showing up,money_issue account_issue
832,7384,2024-11-17,livechat,Delete my account,account_issue
833,7824,2024-11-17,livechat,If you look at my history you can see it a $50 cashout a,money_issue
834,7634,2024-11-17,livechat,Cash You grant me a few let o deposit spins please,spin_issue money_issue
835,1532,2024-11-17,livechat,No thanks probably won't b playing here any more,game_issue
836,6879,2024-11-17,livechat,Hi! I just sent SOL in exchange for USDT using the exchange…does this process take longer to reflect in my account vs sending USDT directly?,account_issue
837,8162,2024-11-17,livechat,Can you help me,undefined
838,6857,2024-11-17,livechat,I really want to play but no money yet 😞,money_issue game_issue
839,7012,2024-11-17,livechat,Give me m'y ltc reward and cash out,money_issue
840,7974,2024-11-17,livechat,c6969d368c14821a157b5d5d8af4390ef43f277ca0b9f54a0726050f8d89eb04,undefined
841,7111,2024-11-17,livechat,I tried I can’t get into it,undefined
842,8138,2024-11-17,livechat,I made a deposit hours ago and it still has not posted,money_issue
843,6774,2024-11-17,livechat,with this deposit,money_issue
844,6968,2024-11-17,livechat,I’ve never played Plinko,game_issue
845,7075,2024-11-17,livechat,my recent deposit says received,money_issue
846,7313,2024-11-17,livechat,"Ok. I accept that. I wanted to know, before I make a deposit, if I'll be able to withdraw my winning, if I do happen to win",money_issue
847,7660,2024-11-17,livechat,All righty thanks for the chuckles,undefined
848,7096,2024-11-17,livechat,Yes escalate the issue for further review please,undefined
849,4061,2024-11-17,livechat,It is confirmed three times right before that's what I'm trying to show you,undefined
850,7302,2024-11-17,livechat,No problem,undefined
851,7889,2024-11-17,livechat,That would be the one with the red arrow,money_issue
852,6874,2024-11-17,livechat,Kontoauszug heute,undefined
853,107,2024-11-17,telegram,Still don’t have it yet 🫣,undefined
854,7962,2024-11-17,livechat,Goodman again like I'm sorry if you're not I know that it's probably not your fault or whatever if it is then shame on you but again like I know I mean I know what I've been doing and I know what I was at not crazy I'm not dumb I'm not an a****** but think about it bro like this is not like come on man it's not $35 we're talking about I know you know what I mean again I apologize I don't mean to go off on you because you probably don't have nothing to do with it but I mean who else do I talk to? Put me in the right direction and I'll gladly go talk to them I do apologize for speaking to you in that manner but it's very very frustrating when I mean come on man like I know what I'm doing I know what I'm doing I am here in this moment I am looking at my phone I know what I was doing I know what was happening you were not here you do not know what's happening you looked at a screen and told me what I'm doing or what you think I was doing or what there's proof of me doing because that's all you have on the other hand I lived it so yes it's very frustrating to you and I'm sorry....,undefined
855,1329,2024-11-17,telegram,but can i withdraw in USDT,undefined
856,7759,2024-11-17,livechat,If you need that exactly so should i login in again and take a sc i,account_issue
857,3910,2024-11-17,livechat,Id like to claim nick200 on my next deposit,money_issue
858,1374,2024-11-17,livechat,Wish me luck xoxoxo,undefined
859,7764,2024-11-17,livechat,How do I change my username that displays on the jackpot mania tournaments or any other thing associated with my profile?,game_issue
860,7474,2024-11-17,livechat,It’s not there,undefined
861,8325,2024-11-17,livechat,That is bit misleading to be honest but I'll use crypto in future,money_issue
862,7065,2024-11-17,livechat,"yeah, you can stop pushing me off and provide the proof",undefined
863,7838,2024-11-17,livechat,Copy sorry for this. I didn’t know that I didn’t realize that there was a minimum requirement to deposit.,money_issue
864,7510,2024-11-17,livechat,Copy. I know now. And I do appreciate it,undefined
865,7091,2024-11-17,livechat,I’m the only one who plays,money_issue game_issue
866,6924,2024-11-17,livechat,My ten spins I need them,spin_issue
867,1804,2024-11-17,telegram,I have verified email it keeps saying no,account_issue
868,7496,2024-11-17,livechat,Hi Jonathan,undefined
869,7653,2024-11-17,livechat,Can’t log in I’m in GB,account_issue
870,7958,2024-11-17,livechat,I'd like to close my account please. There is not enough incentives to play here.,game_issue account_issue
871,4664,2024-11-17,livechat,Appericate,undefined
872,783,2024-11-17,livechat,Ok sorry about that I  check next time Bitcoin go up and but I appreciate it thank you so much .,money_issue
873,7287,2024-11-18,livechat,No I activated them and it froze now won't load them,undefined
874,5331,2024-11-18,livechat,"Yes, how can I get a hold of you directly",undefined
875,995,2024-11-18,telegram,It has said pending for about an hour now,undefined
876,2309,2024-11-18,livechat,"Yes, no problem, so you're playing and for whatever reason, there'll be a little small red.in the middle that comes up once in a while that says something like it needs to be reset, and I don't know what it means it means, but you have no other option but to hit. It and then it will, it, uh, Rhea does its resets recalibrates. I don't know why well when it does. This doesn't matter what you were betting. If it was one cent or Harvard, you had it soon? Said, which might always be 15 lines. We're at 1 penny, which will be 15 cents. You could see it through my history. I play it quite a bit well. When it resets like that, it automatically goes to a $50, usually right? Instead of your last bet, so it's really easy to be in the in the moment and not realize that not slow down and keep betting like I just did and lost quite a bit right at the end and which means a lot to me. I like to play It for a while. As you could see, look at my history, I play quite a bit But it does that a lot, and it got me tonight",money_issue game_issue
877,8269,2024-11-18,livechat,all the small print rules that just limit player loyalty,game_issue
878,3747,2024-11-18,livechat,That's all thank u,undefined
879,6999,2024-11-18,livechat,"That’s not an open ended answer…….. as in order for me to enjoy the casino for entertainment purposes, I would need VIP status.",undefined
880,1781,2024-11-18,livechat,Hi i don't know if u guys realize this but there's an issue with the keno original btstarz game...,game_issue
881,7119,2024-11-18,livechat,It’s says its50% reload bonus,money_issue
882,8065,2024-11-18,livechat,i always use them,undefined
883,7885,2024-11-18,livechat,I just made a deposit of 0.10 LTC and it said I would get 0.20 LTC + 180 Free Spins.,spin_issue money_issue
884,512,2024-11-18,telegram,MAN FUCK YOU AND FUCK YOUR GAME GOODBYE IM DELETING IT THIS TIME AND MY ACCOUNT,game_issue account_issue
885,7444,2024-11-18,livechat,Customer always right,undefined
886,2109,2024-11-18,livechat,I just want $100 back,undefined
887,7407,2024-11-18,livechat,I’ve tried that already,undefined
888,7849,2024-11-18,livechat,I appreciate it I wasn't aware that account was still there I recent made withdrawal of 1000 3002 it all went to account ending in 5151. So I don't know what happened.  As long as 8306 is removed please 🙏.,money_issue account_issue
889,3777,2024-11-18,livechat,pay with visa,game_issue
890,7927,2024-11-18,livechat,Just any pdf from bank from 26th to now? Just like a paycheck or something like that?,undefined
891,7742,2024-11-18,livechat,Registration spins,spin_issue
892,7487,2024-11-18,livechat,for any users?,undefined
893,1112,2024-11-18,livechat,Do you. See a pending dodgecoin transaction for me on the blockchain please,undefined
894,8070,2024-11-18,livechat,Hi it said my cash out failed,money_issue
895,7250,2024-11-18,livechat,Ofcourse 🥳,undefined
896,8357,2024-11-18,livechat,Hi Ann it's Kayla here thank you for sorting my issue can you help if possible,undefined
897,7623,2024-11-18,livechat,Hey can you please acrivate my freespins please?,spin_issue
898,7168,2024-11-18,livechat,I just withdrawn and said Cash out failed after I confirm the address for my email but still took my money. From wondering if that withdrawel went through or not,money_issue account_issue
899,7573,2024-11-18,livechat,"This is disappointing. Thank you, I will close my account.",account_issue
900,7058,2024-11-18,livechat,i dont have it in the chouises,undefined
901,7415,2024-11-18,livechat,hello i tryed to cahs out my money but was cancelled,money_issue
902,8062,2024-11-18,livechat,"oh okey, thank you",undefined
903,7651,2024-11-18,livechat,I have j$ 25 free spin,spin_issue
904,7555,2024-11-18,livechat,"never mind, if its too difficult to look into don't worry, i have just been meaning to follow this up since then...",spin_issue
905,7581,2024-11-18,livechat,I got the three scatters but no feature could you please look into please …,undefined
906,3343,2024-11-18,livechat,"Hi, I tried to claim my jackpot spins but it wouldn't let me",spin_issue game_issue
907,503,2024-11-18,livechat,This was a few hours ago,undefined
908,7560,2024-11-18,livechat,I didn't know that I didn't send enough so there's no way I can get my money back,money_issue
909,8385,2024-11-18,livechat,Why hasn't my money posted yet,money_issue
910,7700,2024-11-18,livechat,So my whole $22 is gone and I can't play??,game_issue
911,7601,2024-11-18,livechat,I’m sure it was,undefined
912,3977,2024-11-18,livechat,Dosnt say USD,undefined
913,7881,2024-11-18,livechat,but im not receiving any email,account_issue
914,7885,2024-11-18,livechat,How many  bitcoin digital wallets do I have with you guys,money_issue
915,7393,2024-11-18,livechat,Hello could you tell me my vip level and deposited a good amount past few weeks and I don't have a piggy bank nor any ofy free spins from bonus codes I input when depositing.,spin_issue money_issue account_issue
916,7830,2024-11-18,livechat,I just cashed out and when I confirmed it thru my email it said failed but it took the money ?,money_issue account_issue
917,7662,2024-11-18,livechat,lol. Thank you,undefined
918,7873,2024-11-19,livechat,Could you check my account to tell me if I can withdraw if I win the wager please ?,account_issue
919,8021,2024-11-19,livechat,how does piggy cash work,money_issue
920,8512,2024-11-19,livechat,Because Local transfer doesn’t say 3-14 business day,undefined
921,7700,2024-11-19,livechat,But it's said deposited like that for going on about 45 mins,money_issue
922,7681,2024-11-19,livechat,Can You Help Me Please,undefined
923,8482,2024-11-19,livechat,I made a $50+ deposit but didn’t get bonus mania spins,spin_issue money_issue
924,7494,2024-11-19,livechat,MP5UgSVgapnP3WiA3AgeVnMUeFeWsnKraY,undefined
925,918,2024-11-19,telegram,Just right now I only played 100 spins not 200 and I won 489.30 but I only played 100 spins,spin_issue game_issue
926,713,2024-11-19,telegram,Hey the app is bugging out it said I had 50 free spins then the app rebooted now it’s not letting me use it,spin_issue
927,8127,2024-11-19,livechat,Hi can I get some free spins please,spin_issue
928,7449,2024-11-19,livechat,Water bill,undefined
929,7858,2024-11-19,livechat,What is government issued document,undefined
930,7670,2024-11-19,livechat,They told me there is a slight difference in my proof of address picture but there isnt,undefined
931,8532,2024-11-19,livechat,Will I eventually hit the break piggy bank or is it just another luck thing?,undefined
932,230,2024-11-19,telegram,i made a 71$ deposit but its not in yet,money_issue
933,7749,2024-11-19,livechat,"i just made a second deposit of 71$ for t5 bonus and piggy sppins, i havene treceived anything uy et",spin_issue money_issue
934,7681,2024-11-19,livechat,well i just had one deposit with piggy spinks like an hyour ago,spin_issue money_issue
935,7503,2024-11-19,livechat,Hi shouldn’t I have got the 3 spins with the bonuz mania with my last deposit,spin_issue money_issue
936,7389,2024-11-19,livechat,Otherwise I'd just keep going,undefined
937,7473,2024-11-19,livechat,Can You Please Make Note Of This Also,undefined
938,8147,2024-11-19,livechat,Okay yes I understand but you just transferred me to Jayden and he was looking into it for me,undefined
939,8277,2024-11-19,livechat,as a Curtosey can you please add in this is time,undefined
940,938,2024-11-19,livechat,It's not a bonus when I deposit the funds,money_issue
941,7793,2024-11-19,livechat,are you there,undefined
942,7987,2024-11-19,livechat,Why my balance zero now ann?,undefined
943,7813,2024-11-19,livechat,And if it doesnt?,undefined
944,8177,2024-11-19,livechat,I just deposited money on my account and you have took the money but has not reflected on my account.  Why is that ?,money_issue account_issue
945,7582,2024-11-19,livechat,she asked me to check my balance and did but it disconnected,undefined
946,8182,2024-11-19,livechat,Hi i tried to use both tournament any my free spins over the last week or so. Every time I do it just fails,spin_issue
947,8266,2024-11-19,livechat,Why didn't i get my 100 free spins?,spin_issue
948,159,2024-11-19,telegram,My jackpot spins won’t load,spin_issue game_issue
949,8200,2024-11-19,livechat,Umm … no where through the bonus does it specify that it has to be USD …?,money_issue
950,8108,2024-11-19,livechat,Well I’m having trouble playing my jackpot mania games it just takes me to a blank screen,game_issue
951,8350,2024-11-19,livechat,ok. I will check,undefined
952,2210,2024-11-19,livechat,So there's nothing I can do?,undefined
953,8435,2024-11-19,livechat,Ahh ok! Just didn’t want to lose my spins since it says I only have an hour twenty minutes to use them,spin_issue
954,273,2024-11-19,telegram,Hi I'm unable to play my jackpot mania spins,spin_issue game_issue
955,8643,2024-11-19,livechat,as in it’s going to be fixed before the 24 hours is up?,undefined
956,8670,2024-11-19,livechat,Hello my withdrawals don’t work,undefined
957,8010,2024-11-19,livechat,Yeah well they will expire il lose my extra jackpot dollars i paid for ?,game_issue
958,8354,2024-11-19,livechat,Ok i cleared my browser and reatarted,undefined
959,8118,2024-11-19,livechat,I did forgot password,undefined
960,159,2024-11-19,telegram,Just wondering if my jackpot spins could be reset,spin_issue game_issue
961,1361,2024-11-19,livechat,I'm really going to need my money or just put it on my account so there's no issues because my husband did less of an amount yesterday and it went on there just fine it's like anybody that wins money off you guys you start just trying to rip them off,money_issue account_issue
962,1422,2024-11-19,livechat,Whatever you sent me is not showing anything,undefined
963,8728,2024-11-19,livechat,Could you please help and see if I may be also able to get them and use them to,undefined
964,8838,2024-11-19,livechat,made 50 depo   no bonuz mania?,money_issue
965,8857,2024-11-19,livechat,When I try to play my 20 freel spins .. it does nothing,spin_issue game_issue
966,7247,2024-11-19,livechat,So I can't verify cashouts,money_issue
967,8125,2024-11-19,livechat,using visa.....,undefined
968,8497,2024-11-19,livechat,good night,undefined
969,7667,2024-11-20,livechat,"I was writing before you responded, sorry 🤦🏻‍♀️",undefined
970,373,2024-11-20,telegram,One second I had money in my account then it was gone,money_issue account_issue
971,7994,2024-11-20,livechat,What does this mean?,undefined
972,373,2024-11-20,telegram,Slots,undefined
973,81,2024-11-20,telegram,can you reENABLE YM ACCcounty,account_issue
974,743,2024-11-20,telegram,How come I can’t get any more Wednesday free spins,spin_issue
975,1309,2024-11-20,livechat,Everything iv deposited today if essentially for nothing now without myb30 spins,spin_issue money_issue
976,8583,2024-11-20,livechat,But still I'd like to play it,game_issue
977,8122,2024-11-20,livechat,Ok that's cool I was looking forward to playing then and when that happened I felt that I didn't get to,game_issue
978,8461,2024-11-20,livechat,I clicked spin 3 times and that was it. It was done,spin_issue
979,7969,2024-11-20,livechat,It did not work says it’s not supported,undefined
980,8565,2024-11-20,livechat,if your going to steal my winnings,undefined
981,1844,2024-11-20,livechat,"This is a deposit months ago, not connected to this deposit not connected to the withdrawal, most importantly not able to be shown my name at the same time as the withdrawal information which you can see in that photo I already put there",money_issue game_issue
982,7733,2024-11-20,livechat,Can you look and see if I was issued 20 fre spins today.,spin_issue
983,8886,2024-11-20,livechat,Hello?????,undefined
984,7957,2024-11-20,livechat,hello I was selecting a different game and then all of a sudden my balance just disappeared,game_issue
985,4560,2024-11-20,livechat,Well how do I do double or nothing with my winning,undefined
986,2788,2024-11-20,livechat,I beleive thats everything youve been more then helpfful actually is there any way you can change the money on ny account to USD,money_issue account_issue
987,8318,2024-11-20,livechat,How do I deposit? I bought Bitcoin and sent them to the Bitcoin address it says to add funds from and I haven't received it,money_issue
988,3499,2024-11-20,livechat,can i get some free spins?,spin_issue
989,9060,2024-11-20,livechat,When did they expire? I just barely received the email to confirm?,account_issue
990,8829,2024-11-20,livechat,I need to review the withdrawal for several days.,undefined
991,1038,2024-11-20,livechat,I just need a copy of my chat with jen sent to my email. It was Supposed to have been sent already,account_issue
992,8819,2024-11-20,livechat,Hi it says wagering is complete,undefined
993,8071,2024-11-20,livechat,I didn't even get to tap,undefined
994,8006,2024-11-20,livechat,This is the second time now,undefined
995,7779,2024-11-20,livechat,"I took all of the steps I was told to take regarding why my bonus games won’t play. I have activated them, signed in & out of my account, cleared my cashe in my browser, switched from WiFi to data and they still don’t play",money_issue spin_issue game_issue account_issue
996,8937,2024-11-20,livechat,Agent please,undefined
997,8237,2024-11-20,livechat,Will do.. Good day,undefined
998,8994,2024-11-20,livechat,Yes it let me activate them but it's acting as if I don't have bonus spins.. I tried the tap the pot and I'm having the same issue,spin_issue money_issue
999,9052,2024-11-20,livechat,I wait for that long time why are you no problem with me? You’re no problem from you. No deposit for me. I put money and a long time and Ana my account.,money_issue account_issue
1000,1843,2024-11-20,livechat,No it showed me the same thing when I tried yesterday so it must have been someone else,undefined
1001,7800,2024-11-20,livechat,This is all it says,undefined
1002,8212,2024-11-20,livechat,There isn't anywhere to choose that ingame,undefined
1003,8036,2024-11-20,livechat,Is it because i didnt click on the promotion when made deposited?,money_issue
1004,9059,2024-11-20,livechat,"No, I deposit three times yes but I play only two times",money_issue game_issue
1005,8621,2024-11-20,livechat,What time? I said the time before now it’s ran out but it’s not in??,undefined
1006,8539,2024-11-20,livechat,I have done more than that,undefined
1007,8246,2024-11-20,livechat,"Again, I won free spins, won NOTHING, then again like two minutes later, won NOTHING",spin_issue
1008,7938,2024-11-20,livechat,Can i not get the 100$ back atleast,undefined
1009,7850,2024-11-20,livechat,Yes no problem,undefined
1010,9152,2024-11-20,livechat,i I know if spins are played or not,spin_issue game_issue
1011,8729,2024-11-20,livechat,im not clicking on it,undefined
1012,9048,2024-11-20,livechat,It didn't let me play started talking about I needed to upload money,money_issue game_issue
1013,8053,2024-11-20,livechat,I’m wanting a different set of free spins please,spin_issue
1014,8963,2024-11-20,livechat,i should have a lot of Wednesday spins.  I’m not understanding this,spin_issue
1015,7891,2024-11-20,livechat,at one time?,money_issue
1016,7927,2024-11-20,livechat,Ok. That's not what happened. It crashed and reset,money_issue
1017,7835,2024-11-20,livechat,I lost my free spins,spin_issue
1018,8698,2024-11-21,livechat,Search this girl,undefined
1019,1605,2024-11-21,livechat,Trying to cashout  but having troule,money_issue
1020,2014,2024-11-21,telegram,The winnings from the free spins. Can I convince on in playing on the same game?,spin_issue game_issue
1021,8082,2024-11-21,livechat,Hesabımı Google ile oluşturdugum için isim soy isimde ufak bı yanlışlık var,undefined
1022,184,2024-11-21,telegram,Is the website down today?,undefined
1023,2016,2024-11-21,telegram,Yes I won bet coin on one game and then on the other free spins I realized I could use USD instead. So I had won some in btcn and some in cash. The winnings in cash I played or wagered on the games u mentioned. The Bitcoin was still showing as an available balance to withdraw,money_issue spin_issue game_issue
1024,8743,2024-11-21,livechat,can I leave this chat to check the name,game_issue
1025,161,2024-11-21,telegram,Playing blackjack just now screen blinked said “something went wrong “ zeros out my balance,game_issue
1026,8267,2024-11-21,livechat,Yes I won 100 and something with my spins how do I get that to where I can withdrawl,spin_issue
1027,8675,2024-11-21,livechat,Omg! Yes thank you!!!! Jen,undefined
1028,184,2024-11-21,telegram,Yesterday my account was disabled and then fixed but the site kept crashing,money_issue account_issue
1029,4506,2024-11-21,livechat,I'll check rn,undefined
1030,5297,2024-11-21,livechat,Ok nice to no,undefined
1031,7960,2024-11-21,livechat,Hi I requested a cash out and received a link to verify my btc address.  Every time I click the link the page times out. Now when I click it it says contact support.  Did you receive my confirmation?,money_issue
1032,204,2024-11-21,telegram,"Hi. I'm missing a €20 deposit from November 12, 2024 at 11:30 p.m. See screenshots. My bank says the €20 has been posted. Site says the deposit is canceled. 7 banking days are over .. and these 20 euros never showed up again. Attached is the bank statement from 11/12/24 - today 11/21/24. Kind regards I have been a customer for a long time and have spent large amounts with you. 20 euros are peanuts for you. I ask for quick help. Thanks Kind regards",money_issue account_issue
1033,8942,2024-11-21,livechat,Can I deactivate my own account and just recreate a new one?,account_issue
1034,2093,2024-11-21,livechat,but I swear it wasn't intentional,undefined
1035,8259,2024-11-21,livechat,It won't let me play my tenfree spin it said pick game then it send me to the game but no free play and I have them but can't play them,spin_issue game_issue
1036,8117,2024-11-21,livechat,Hi I xhexmed it,undefined
1037,2027,2024-11-21,telegram,I bought 50 through MoonPay but I didn’t receive  those 2 new bonuses ?,money_issue
1038,8818,2024-11-21,livechat,I am very disappointed that I paid $100 and can not use it to playy,game_issue
1039,7967,2024-11-21,livechat,I've done this it isn't working,undefined
1040,7162,2024-11-21,livechat,Hey I'm having trouble with my promotion It won't give me to play,game_issue
1041,7935,2024-11-21,livechat,I appreciate your time,undefined
1042,6998,2024-11-21,livechat,But I understand,undefined
1043,8172,2024-11-21,livechat,Please do.,undefined
1044,8652,2024-11-21,livechat,I want to ask about the 100$  conversion,undefined
1045,7767,2024-11-21,livechat,Paul I need free spins please.,spin_issue
1046,8593,2024-11-21,livechat,can You explain to me what the bonus mania is exactly I’m not following the idea of it ? What did I win exactly,money_issue
1047,2033,2024-11-21,telegram,I win some J$ from daily bônus but i cant see them in my account,money_issue account_issue
1048,9159,2024-11-21,livechat,yeah they deliberately word it “differently” to scam us then ? I mean that’s messed up,undefined
1049,2039,2024-11-21,telegram,I re received 20 free spins on catdiana but once I received 20 free spins on get into game it is not applying any free spins,spin_issue game_issue
1050,9030,2024-11-21,livechat,Okay it did say valid code,undefined
1051,8595,2024-11-21,livechat,Like u have encountered a technical error please contact your support team not exactly that but close,account_issue
1052,4157,2024-11-21,livechat,You betcha Harvey.,undefined
1053,1224,2024-11-21,livechat,So is it agai st the rules to cashout to another,money_issue
1054,814,2024-11-21,telegram,Why is it pending never did this so long before,undefined
1055,9118,2024-11-21,livechat,Hello welcome from Somalia 🇸🇴,undefined
1056,8025,2024-11-21,livechat,"no, you have been more than helpful. Thank you.",undefined
1057,1043,2024-11-21,telegram,Any cashback or the pig didn't break,money_issue
1058,249,2024-11-21,telegram,My username is ***** and I just played lucky cash spins by the one spin for wind provider and I got the three blue stars bonus and went through the bonus till I think the last spin or the fourth out of the fifth spin and it glitched and just kept making the money sound when you win and then I refresh the page thinking I could just go back into the bonus and I went back into the game and it was as if the bonus never happened and I was not credited my bonus money,money_issue spin_issue game_issue
1059,8685,2024-11-21,livechat,I deposited €112.08.,money_issue
1060,8241,2024-11-21,livechat,I didn’t intentionally change the currency Sean.,undefined
1061,2199,2024-11-21,livechat,1 of 10 times it works,undefined
1062,2256,2024-11-21,livechat,1/10 times it works,undefined
1063,8528,2024-11-21,livechat,that must’ve been frustrating for you to explain. I’m sorry.,undefined
1064,9094,2024-11-21,livechat,i want to cash out in rands,money_issue
1065,1500,2024-11-21,livechat,No thank you tho,undefined
1066,8502,2024-11-21,livechat,I recently made a $50 deposit and I was just checking on where it’s at,money_issue
1067,8363,2024-11-21,livechat,I’ve never had such a hard problem or a hard time getting my money Or my free spins from any company,spin_issue money_issue
1068,6462,2024-11-21,livechat,Who is my wallet provider I thought it was all through bit Stars,money_issue
1069,8248,2024-11-21,livechat,"If i deposit 50€ and get soke bonus spins. If i make profit before playing bonus, can i withdraw normaly?",money_issue spin_issue game_issue
1070,1774,2024-11-21,livechat,Yes so this whole promotion going on about the mega spins and all that it says you'll get 3 separate rewards and the more you deposit yhe more you get I DEPOSITED 300 DOLLARSSSSSS,spin_issue money_issue
1071,9581,2024-11-21,livechat,I deposited $80 yesterday,money_issue
1072,8718,2024-11-21,livechat,can i gave free spins in the meantime,spin_issue game_issue
1073,1756,2024-11-21,livechat,I've check all my settings and it shoes so can u check for me please I did the deposit of 60 and no mega spins,spin_issue money_issue
1074,9504,2024-11-21,livechat,I was just wondering if you can explain to me When I look on my rewards page it says the piggy bonus requires a $50 minimum deposit but on my homepage it says it requires $70,money_issue
1075,8420,2024-11-21,livechat,Bonus rewards,money_issue
1076,8424,2024-11-22,livechat,if you look on my account,account_issue
1077,7910,2024-11-22,livechat,I'm going to deposit right now,money_issue
1078,8190,2024-11-22,livechat,You can Activate Free Spins,spin_issue
1079,336,2024-11-22,livechat,"Account is locked,can't play any games",game_issue account_issue
1080,9004,2024-11-22,livechat,ur promo is down for maintenance is it not? that’s what it says on my screen,undefined
1081,9227,2024-11-22,livechat,Hello I accidentally sent Litecoin to my Bitcoin wallet,money_issue
1082,9396,2024-11-22,livechat,will i get both bonuses with one deposit,money_issue
1083,2045,2024-11-22,livechat,Friday loyalty bonus rewards,money_issue
1084,2374,2024-11-22,livechat,But it does not show it anywhere,undefined
1085,278,2024-11-22,telegram,I received my Friday loyalty bonus email. And 10 free spins. I'm supposed to log in and activate my loyalty bonus - but it is not there to be activated.,spin_issue money_issue account_issue
1086,278,2024-11-22,telegram,Oh shit. Okay 😳🫣,undefined
1087,7357,2024-11-22,livechat,"No, it doesn’t say that it says deposit $50 .. Not make a $50 deposit",money_issue
1088,8610,2024-11-22,livechat,Oh no what? Really!?,undefined
1089,5612,2024-11-22,livechat,"Sorry, the problem is not fix it",undefined
1090,9232,2024-11-22,livechat,Sup dude I had activated my bonus then It was gone:?,money_issue
1091,9519,2024-11-22,livechat,this is very unusual. my daughter had USA ID and was allowed in verification,undefined
1092,9534,2024-11-22,livechat,Many more games then igaming,game_issue
1093,588,2024-11-22,livechat,Could I be transferred to him,undefined
1094,1802,2024-11-22,livechat,How long does it take for them to respond usually?,undefined
1095,1361,2024-11-22,livechat,I sent it from my coinbase and was supposed to get usdt on tron,undefined
1096,1597,2024-11-22,livechat,How we I won it y'all never did this,undefined
1097,8658,2024-11-22,livechat,im not typing shit to you again. You aren’t even real,undefined
1098,1097,2024-11-22,livechat,My account is locked,account_issue
1099,8350,2024-11-22,livechat,They're not blurry it's the lighting lol,undefined
1100,8372,2024-11-22,livechat,im missing s[ins,spin_issue
1101,8879,2024-11-22,livechat,i dont want it to be deposited into my bank account,money_issue account_issue
1102,8785,2024-11-22,livechat,if I win again what would be deducted?,undefined
1103,9525,2024-11-22,livechat,2 questions…,undefined
1104,354,2024-11-22,telegram,I couldn’t access my free spins,spin_issue account_issue
1105,8794,2024-11-22,livechat,I have made a deposit today,money_issue
1106,1772,2024-11-22,telegram,Hey I’m having trouble cashing out can you check it for me please,money_issue
